n=20000
m=40000
from,to,cost
2178,3287,2
3287,2183,3
2183,2366,3
2366,18430,3
18430,11168,4
11168,16476,3
16476,10789,4
10789,13722,2
13722,8469,1
8469,19769,4
19769,14179,1
14179,14595,3
14595,9031,3
9031,17170,1
17170,6007,2
6007,11393,5
11393,6500,2
6500,195,2
195,13858,4
13858,3996,1
3996,804,1
804,7923,4
7923,3644,3
3644,19791,5
19791,10085,1
10085,14823,5
14823,9554,4
9554,9331,1
9331,16400,1
16400,869,4
869,4292,2
4292,4763,1
4763,19784,5
19784,9945,1
9945,11728,1
11728,7973,2
7973,2256,5
2256,4052,1
4052,13957,1
13957,17387,3
17387,6635,5
6635,13738,5
13738,14793,4
14793,2310,3
2310,14657,2
14657,5275,4
5275,5699,5
5699,5994,3
5994,14000,5
14000,4613,2
4613,2867,1
2867,13944,4
13944,17582,3
17582,8594,5
8594,4624,3
4624,9559,3
9559,16543,4
16543,19267,5
19267,15371,5
15371,9485,5
9485,15191,5
15191,6599,1
6599,8785,5
8785,14337,1
14337,17878,2
17878,17090,5
17090,7648,4
7648,16233,5
16233,5022,2
5022,4857,4
4857,11003,3
11003,4590,1
4590,18006,4
18006,5640,1
5640,16072,5
16072,4293,5
4293,4961,2
4961,18042,4
18042,8181,1
8181,5309,1
5309,4713,2
4713,3053,1
3053,6370,1
6370,17017,5
17017,834,1
834,14951,2
14951,10650,5
10650,2021,2
2021,12076,3
12076,16955,3
16955,9844,4
9844,10315,5
10315,6063,2
6063,6741,4
6741,3480,5
3480,6914,5
6914,14862,1
14862,14996,4
14996,11185,1
11185,3055,4
3055,3265,5
3265,18511,3
18511,19775,5
19775,16619,1
16619,2973,2
2973,14138,2
14138,3634,2
3634,17614,3
17614,1259,3
1259,11794,1
11794,19744,3
19744,13459,1
13459,15193,4
15193,9363,1
9363,4594,2
4594,14280,3
14280,16596,3
16596,6615,2
6615,9615,2
9615,7067,2
7067,11439,1
11439,7878,1
7878,545,1
545,2031,3
2031,11263,4
11263,5032,4
5032,3352,5
3352,12774,4
12774,11079,1
11079,8324,3
8324,15453,3
15453,2417,2
2417,10087,5
10087,15404,1
15404,19276,1
19276,10273,5
10273,10356,4
10356,6897,5
6897,8937,3
8937,13730,1
13730,6015,5
6015,662,2
662,12939,1
12939,12375,5
12375,9308,1
9308,15818,5
15818,9235,4
9235,3460,1
3460,15116,1
15116,9694,1
9694,3792,1
3792,2529,4
2529,4163,3
4163,18608,5
18608,14503,1
14503,11157,1
11157,2086,3
2086,3834,2
3834,11273,4
11273,9908,3
9908,2745,2
2745,4417,1
4417,17632,3
17632,16471,3
16471,11645,2
11645,6620,5
6620,3438,2
3438,5813,1
5813,5070,5
5070,12898,1
12898,15987,2
15987,18954,1
18954,14,1
14,14876,3
14876,14194,1
14194,1060,1
1060,1159,1
1159,10961,1
10961,16035,2
16035,12083,4
12083,1444,2
1444,2090,1
2090,7465,1
7465,16149,4
16149,7621,4
7621,14637,5
14637,8685,1
8685,15605,2
15605,645,2
645,2443,3
2443,18012,1
18012,10639,2
10639,18292,3
18292,353,4
353,2681,4
2681,4508,1
4508,12828,1
12828,16161,2
16161,1121,5
1121,14253,5
14253,8561,2
8561,8178,1
8178,534,1
534,12522,1
12522,2701,5
2701,2639,4
2639,18376,3
18376,13725,1
13725,3845,4
3845,12472,5
12472,14258,4
14258,9904,1
9904,18921,3
18921,15906,5
15906,6082,4
6082,10974,5
10974,1020,5
1020,7684,3
7684,18344,3
18344,285,4
285,14295,4
14295,11524,2
11524,306,1
306,1514,1
1514,8080,2
8080,15480,1
15480,16363,3
16363,2994,2
2994,9025,5
9025,9658,1
9658,12188,2
12188,19898,4
19898,14591,2
14591,1318,1
1318,1287,1
1287,5614,1
5614,10611,1
10611,11820,1
11820,7370,5
7370,18700,1
18700,15034,3
15034,19169,1
19169,13562,1
13562,13139,3
13139,3481,2
3481,18943,2
18943,2956,1
2956,1925,1
1925,10238,3
10238,5143,2
5143,16030,1
16030,7765,4
7765,6967,1
6967,13464,1
13464,5383,1
5383,6100,1
6100,12721,2
12721,5005,4
5005,10337,1
10337,12953,3
12953,13318,1
13318,16593,1
16593,9070,1
9070,16017,1
16017,6102,4
6102,11744,5
11744,17421,3
17421,12848,2
12848,5337,4
5337,14789,4
14789,2126,2
2126,19690,1
19690,7258,4
7258,14846,1
14846,3575,2
3575,5916,1
5916,13063,5
13063,11660,5
11660,18357,3
18357,9796,2
9796,8502,4
8502,10894,5
10894,15152,1
15152,11498,2
11498,11094,5
11094,15759,1
15759,5323,4
5323,12057,1
12057,16893,3
16893,9710,1
9710,8590,2
8590,2239,1
2239,10642,1
10642,14533,5
14533,15347,1
15347,1102,5
1102,15574,5
15574,6372,3
6372,5780,4
5780,14978,3
14978,5347,2
5347,1401,1
1401,8269,1
8269,2268,1
2268,10872,3
10872,11034,5
11034,16795,2
16795,3861,1
3861,18765,1
18765,270,4
270,10208,2
10208,19177,2
19177,2059,2
2059,10303,1
10303,3062,1
3062,11696,1
11696,12148,3
12148,7407,3
7407,15572,1
15572,8580,1
8580,8350,5
8350,13861,5
13861,5716,2
5716,12674,5
12674,17837,2
17837,13243,1
13243,14810,4
14810,18974,4
18974,12493,4
12493,2963,4
2963,16311,1
16311,14299,4
14299,1903,3
1903,6993,5
6993,4970,2
4970,19673,5
19673,6003,1
6003,294,5
294,15207,1
15207,11130,4
11130,19695,5
19695,4315,1
4315,1896,1
1896,11778,5
11778,17910,4
17910,688,4
688,19103,3
19103,2207,2
2207,7552,4
7552,2247,2
2247,112,3
112,13431,3
13431,10100,3
10100,13849,1
13849,15776,1
15776,19760,4
19760,14969,3
14969,5489,2
5489,16130,5
16130,4328,1
4328,8810,5
8810,7739,3
7739,7281,2
7281,17658,1
17658,4288,5
4288,506,2
506,9155,4
9155,8978,3
8978,5971,5
5971,7935,1
7935,4575,1
4575,18549,1
18549,16877,5
16877,5656,3
5656,10410,1
10410,1161,5
1161,2376,1
2376,14207,1
14207,1056,2
1056,11886,1
11886,15777,1
15777,13557,2
13557,5695,5
5695,14631,4
14631,2663,5
2663,19030,1
19030,11676,4
11676,19633,2
19633,2793,1
2793,11569,1
11569,18285,4
18285,16032,2
16032,17974,1
17974,12548,4
12548,12361,2
12361,14146,2
14146,9407,1
9407,7660,2
7660,1192,5
1192,5473,2
5473,18399,5
18399,12668,4
12668,1222,5
1222,736,3
736,7238,2
7238,2723,1
2723,15972,3
15972,13041,1
13041,14987,5
14987,13161,3
13161,15413,5
15413,4809,5
4809,9436,4
9436,3206,1
3206,870,5
870,19248,1
19248,16478,1
16478,11678,4
11678,3560,1
3560,7879,1
7879,12125,3
12125,4543,4
4543,3111,3
3111,12376,2
12376,13779,1
13779,15180,1
15180,8728,2
8728,585,1
585,4875,1
4875,8500,5
8500,6706,5
6873,19380,1
15901,6555,1
3513,9216,1
4197,18315,4
9861,19424,4
6493,16421,1
5401,13791,1
12489,15901,1
9101,7898,5
16201,10491,5
7988,17131,5
17553,5342,5
6451,11305,2
7220,12601,3
2386,3318,5
9297,16333,1
18097,1525,5
10541,14265,1
4546,4801,1
11266,7965,2
1393,17301,5
19773,18231,2
10475,7113,1
13877,18495,5
11489,19681,4
11348,7393,4
10865,201,5
16742,16624,1
15825,8091,4
4773,18877,2
13401,8491,5
3645,6424,4
9560,19411,1
14871,3293,1
15371,10101,2
13851,5857,2
6067,3966,1
7994,1179,1
6121,19726,3
6179,3262,1
14803,4470,4
11196,3847,1
10442,4525,2
14448,16865,4
17046,12877,5
10477,12227,1
13637,19711,2
7476,10021,1
2407,1486,5
7561,14065,1
8941,2197,2
7406,1488,5
18149,12978,4
4651,13861,1
13838,17348,5
4291,2704,1
12355,4586,4
18801,9163,1
3766,11680,3
18201,12609,3
13345,7276,3
9551,12511,2
7061,1757,4
10499,18171,1
6303,3425,2
11795,15353,1
5961,18725,4
7459,13448,2
15311,13941,3
10395,2723,3
2504,19860,1
5801,17521,1
1293,13421,3
17503,4233,5
8446,14641,4
14806,3681,1
16048,14061,2
10333,16881,5
8961,12777,1
18627,9236,1
11998,15017,5
1755,2385,4
8222,15301,4
3623,1133,4
5375,19429,1
2611,19431,4
8131,860,1
9489,16695,4
9671,12561,3
14771,17736,5
396,6576,2
19021,2251,1
16873,12019,5
1954,10427,3
2081,6346,3
12971,483,1
3326,5057,1
1849,8985,1
8210,9405,4
8741,16026,4
10020,10991,2
8127,12978,1
9072,13267,3
15841,16639,1
14081,6551,2
16854,13203,5
12141,14383,5
2361,161,4
6724,9746,4
17336,16871,5
14711,13553,2
14103,6666,2
1833,16362,1
6455,15679,4
14723,11304,2
19143,9561,4
16481,4999,1
17262,13347,3
9406,5537,4
17091,5851,5
18091,13580,1
8611,12257,3
621,3793,1
18533,14337,4
5471,9861,3
5481,15212,1
5081,7821,4
8291,16199,5
10285,1885,5
18060,17413,1
1079,13668,2
17263,10101,4
897,17271,1
18903,10897,4
19051,8393,4
14089,2838,3
9457,2879,4
18241,15795,1
15985,9441,1
8112,4541,1
19241,7025,3
10169,4529,2
2849,17149,4
10731,17372,1
19312,11735,2
7625,19836,1
10341,16455,3
393,13652,1
6301,18069,4
15501,1731,2
16833,2241,5
15417,11121,5
19445,12707,3
6133,13001,2
12526,12021,1
5399,2023,1
4242,12485,2
11981,1185,1
5041,19369,1
6119,1876,5
17601,16076,1
102,13419,1
18697,9521,3
9523,8981,1
12281,10535,4
7691,11128,1
7639,16253,3
18156,19891,2
10111,10453,4
6521,10457,1
4742,3711,5
1429,16305,3
5089,417,1
3641,5806,5
10871,18942,5
10685,2355,4
8293,6691,1
18241,12199,4
15961,16641,1
213,8815,4
13201,1945,1
10246,9407,4
12506,17145,2
17235,9057,4
15769,1656,2
9717,18473,2
8125,11978,4
13321,6523,5
3554,12881,1
13057,15185,4
10273,9915,3
4937,2209,5
10601,18883,5
12537,10653,1
10594,14432,3
2205,4772,4
1335,16755,1
8384,741,1
18021,821,1
14779,17635,1
19329,8741,2
5373,13353,3
5601,16076,4
1245,3208,1
5120,10237,4
4169,5396,3
3912,983,2
4156,15053,5
3756,5997,1
7021,12721,1
11481,5896,2
12513,14631,1
11773,1693,3
5781,19661,2
4067,3621,3
1597,5705,3
13926,2461,4
3621,3701,1
717,11301,1
164,16553,1
4791,16015,3
4375,19561,3
4635,4725,1
16559,3053,4
16449,7181,5
9904,18449,4
3397,14421,1
8296,3299,1
1341,11953,5
14373,3916,1
707,4509,2
12101,1397,3
10601,5875,3
16251,5886,3
17959,14681,2
12113,2607,3
10173,3076,3
11487,19070,4
8573,11291,1
17725,17044,3
12581,18982,3
1261,14713,2
4515,13953,2
9301,13869,1
9961,12033,1
12373,14593,5
15410,17566,3
6433,18997,3
6077,16790,1
15729,19451,2
13927,8829,1
3301,10774,2
19151,11034,4
6751,9599,1
6513,3344,2
4550,15497,1
1701,8015,5
6455,14916,3
14235,11592,1
5116,11001,5
18401,2941,5
1641,15117,1
10301,11154,5
17004,15265,2
13321,1481,5
2897,19265,1
7616,19921,1
7481,11734,2
7297,19340,1
12401,551,5
316,6243,5
13035,1061,4
19263,6196,4
9851,1927,4
14724,15455,5
15281,17032,3
9333,19441,4
14078,14706,1
16389,16261,1
16819,18905,5
9681,8719,5
9802,14924,5
4781,13589,1
16911,11401,4
9040,691,5
18443,19041,1
16249,9827,1
1601,16845,1
3484,17985,1
9867,11053,3
13951,7979,3
6621,2149,3
26,3464,4
1185,17425,1
13216,8589,3
2501,4817,1
8401,8845,2
15961,7148,3
11843,3471,1
8521,8117,5
16519,633,1
10658,5207,4
13015,26,3
1941,13954,1
15729,3869,5
3665,10478,4
17072,1653,1
1625,13486,2
4793,14315,1
19201,8015,5
9213,8256,1
18041,3569,5
2588,15215,2
6597,12406,1
1861,11783,3
15106,18140,5
556,2376,2
16713,3534,3
8871,12411,1
13063,8841,1
5759,5709,1
2859,16462,1
17030,17680,1
6228,13833,1
7203,13145,2
7005,7649,1
177,13729,1
7524,720,3
13121,10363,2
12935,4913,4
6174,7982,4
11902,2745,2
3321,1865,5
1681,17977,4
17031,11333,1
9351,11142,1
14305,12039,3
19269,19808,2
6689,11022,2
90,18479,4
15097,15806,1
2696,18847,3
16513,19101,1
701,3107,5
9461,7751,2
14451,9266,1
11233,12991,1
12013,3047,3
19869,3271,2
1241,2711,2
8577,293,1
11745,9822,1
14382,18037,3
14447,14561,1
11777,115,1
17481,8776,1
11187,17954,3
15410,18111,5
2089,14969,1
5786,10881,4
15281,11037,1
16559,13161,2
17187,6657,3
10138,7177,1
12451,2881,4
3051,14322,1
10301,10365,4
6951,10071,2
16208,12089,2
5647,16999,4
301,1961,3
4068,15472,4
2825,7785,1
13356,7437,3
12555,15023,2
11653,1781,1
18185,7809,5
5731,7141,4
7603,10281,1
5347,14624,5
12645,12929,3
10851,14402,1
8801,10517,1
19333,3330,1
17169,14872,4
16129,8585,2
17059,9884,5
9117,19173,2
13469,18487,5
2937,9931,4
11225,152,4
14955,11001,1
2300,4471,4
6301,1221,1
15465,4280,4
2131,18401,5
9345,2975,1
17177,2116,1
4773,18001,4
6753,17225,1
6745,12251,1
8091,5118,5
3941,8551,1
16501,15841,4
14090,6401,3
6511,16078,4
3887,11886,5
15993,18239,1
12373,19557,1
19425,13223,4
18287,7156,3
6689,607,2
18727,15621,3
8408,15285,5
9842,14015,3
1156,6837,4
16785,18321,4
10785,12899,3
18326,17515,3
11793,3506,5
19199,17901,4
6360,3881,1
12850,3459,1
16841,7801,4
10643,17595,3
16069,10754,1
13689,16689,1
16761,16381,1
7031,5304,3
11945,7091,1
125,181,3
2219,16781,1
1999,4316,1
12745,13361,4
4351,13181,1
15922,16185,5
4841,14471,1
12405,1693,1
10621,6539,3
4313,19269,2
19770,8761,1
11645,181,4
1561,18484,1
19016,4421,1
18963,19721,2
1967,8417,5
14368,6162,2
15872,9393,2
10273,13493,1
3667,9601,3
18413,12600,4
14300,16958,1
1217,13809,2
15621,5603,1
17677,17089,4
1705,5905,1
14443,11420,3
14092,9901,5
13229,4195,2
10137,7132,3
6503,12703,5
5596,19917,5
8159,4953,1
10038,11137,1
9641,10236,1
13483,6438,4
15777,2281,1
17895,18102,2
14881,1444,1
16231,2177,5
17189,16577,3
6177,11239,1
2607,14682,1
6193,12979,2
12141,18343,5
12803,16175,3
145,17803,3
9951,3093,1
15765,9374,4
12001,13346,5
10685,10340,5
9343,8145,1
4928,16943,3
4801,12729,1
2737,11748,1
10837,4423,2
8511,3655,1
17297,3317,5
9480,4145,1
8497,2505,3
10891,1781,3
12326,5967,1
3879,17161,2
9041,7531,1
8432,9755,1
4076,4259,1
18171,11865,1
7933,2192,2
16555,10726,3
7967,19042,3
13721,9801,3
5853,9983,2
2221,15323,2
14986,4961,1
11699,2053,5
9042,720,3
12479,18221,4
2593,2741,2
11260,4194,1
3396,14385,1
3170,6103,1
19911,2469,1
12609,10421,1
8149,11584,1
10208,2096,4
12057,7497,5
3909,18293,1
16946,1655,4
4130,701,1
16041,1473,4
5377,2121,1
8807,17537,3
5044,12831,4
2749,7382,4
8274,11721,4
10449,14025,2
16001,10476,2
19632,5521,1
17671,17501,1
7681,1151,4
13037,1251,4
18812,12137,5
14631,13886,3
6591,1554,5
1847,6506,4
15531,2835,4
16776,3057,5
16911,8983,4
4221,6548,1
7076,11724,1
14501,13358,1
8692,14561,4
18537,4129,1
9818,7011,5
4776,601,1
9391,11949,4
11521,11001,1
15104,14452,5
5893,11159,5
13021,12481,1
17441,16121,3
15281,8113,5
17481,8977,5
13018,19601,1
11857,14282,5
7050,15865,2
1013,6831,1
15661,16324,3
16079,9769,2
14417,14381,2
997,5324,5
5241,12901,3
9203,8361,1
7761,19049,5
15947,3645,1
10701,16332,3
17081,16775,2
3176,2041,4
2001,5835,1
18131,14584,5
7831,16613,2
16967,10657,2
16551,18956,2
2963,17784,2
13545,3025,1
18160,7936,3
17711,1733,1
16541,8953,1
8969,88,3
13589,7501,5
8545,14321,3
3814,15686,4
18067,12957,2
7497,5595,3
13721,9640,2
11340,1485,2
3385,15631,4
10001,18137,1
1601,16511,4
13598,15881,1
17403,571,4
2381,11505,2
15934,4065,1
7271,18045,1
11400,10001,1
2252,11621,4
14145,15301,1
11173,7381,2
6909,8758,1
6393,10305,1
12251,3749,4
5154,12309,4
4544,19597,1
2571,4493,1
19788,13931,1
1161,12649,3
7521,15215,5
9044,758,1
8742,18917,4
13583,16705,1
18867,18017,1
1494,10561,5
19966,3623,3
1041,7831,1
19324,5495,1
541,19731,3
17076,12699,3
16293,11149,1
7727,13851,1
10882,961,4
12701,4745,1
18971,187,4
15411,19577,4
8137,10580,3
9377,355,2
784,6121,4
4815,7956,5
9769,10075,2
4098,8287,1
8255,5162,1
17899,12373,3
6485,6031,4
2695,10529,5
12937,17821,3
1668,19313,4
19191,13337,3
2086,5551,1
9303,1603,1
9251,13953,2
4311,10626,5
2181,15083,3
10896,979,2
11356,1044,1
3209,2251,5
10561,726,1
17990,7161,2
11087,14641,1
5125,7408,2
5814,11968,3
18883,14711,1
19605,8218,5
18949,7309,3
16054,11659,4
4633,16783,3
13983,13145,1
6950,3394,1
3468,2678,1
11241,9089,3
19329,12033,1
1441,11281,2
18169,9691,3
18458,15630,3
17465,8406,1
19241,2441,1
19631,13697,1
17793,11212,1
9789,5575,1
8482,7921,3
12809,19426,1
3120,13286,1
6416,12231,1
12461,2575,1
12105,14490,3
5990,18429,1
16235,11677,2
4377,761,4
7729,17876,4
16009,10361,1
15201,6301,1
4153,5249,3
14221,19771,3
2896,8227,1
13345,5942,3
15750,10521,2
8843,19401,1
6701,5488,4
747,14659,2
10082,11771,5
9731,1653,1
14481,18119,2
7376,17251,2
17053,6385,1
13697,15781,2
8256,4377,1
14305,15049,5
19505,16001,1
6068,15109,3
769,861,5
6516,13693,1
18206,11561,5
16260,15427,3
2197,18013,5
5527,5077,2
2847,13725,1
10249,2887,3
1994,18523,4
8691,11585,5
9957,9161,1
19837,11005,1
19586,16109,2
1903,18417,4
7505,19321,1
16828,19844,1
15755,9156,3
15249,18929,1
17191,856,1
15550,8810,5
2091,16921,1
18913,18651,5
4605,11585,4
18336,389,5
10262,8901,4
16831,10052,1
18449,5856,1
333,4029,1
19652,19841,3
18166,15978,4
9781,16182,5
16833,5165,4
8311,12278,1
5851,18862,5
5375,10015,1
11183,14423,5
8328,18421,3
7524,6903,1
1751,5449,1
4033,14258,2
13311,6561,3
2601,5857,1
6237,8991,1
12161,8446,1
9009,8001,2
1189,5257,5
16513,13607,3
1007,7447,1
5922,7201,5
19231,11081,4
13141,15184,1
10501,408,4
6536,3437,4
10711,14169,3
3706,11341,2
15211,13787,1
17560,2521,1
19301,19061,1
1384,3056,1
16806,3217,1
15825,14769,2
9753,3721,1
9466,412,5
7146,8631,1
3968,1850,5
9446,9131,1
3930,14638,2
9619,4959,1
6405,8709,5
18965,5362,5
10453,16661,1
16525,17132,3
15358,3475,3
13485,13400,3
3182,14251,1
17841,8651,3
14029,4601,4
14241,14905,2
14080,7402,2
11591,7600,5
15110,9931,4
15919,16209,4
13203,4382,3
2786,3840,1
19974,16151,2
7457,9793,2
12253,2995,1
1001,2985,4
13192,6081,3
23,2369,2
13281,1689,5
48,1800,4
17565,6049,3
16096,18175,4
10003,6136,1
11446,1346,5
16128,5377,1
16818,9126,2
6427,2265,1
8486,16518,1
988,19584,3
17852,3943,1
13365,119,1
15612,2221,2
7699,18481,1
1767,3199,1
1319,14671,5
15588,4761,5
17055,6882,4
15116,901,4
3495,1869,3
1246,1915,1
677,3001,4
6625,16691,1
17978,8141,1
19589,2349,3
10041,15497,4
10421,4711,5
19311,2609,3
11011,18501,1
14721,13721,1
14013,10289,1
7641,12833,1
10061,13559,2
14277,10472,3
9573,9081,2
11340,6857,1
2049,16449,2
7983,4853,2
11221,7203,2
868,15248,2
2193,19643,5
14301,609,1
14069,18661,3
1313,18915,2
5640,12193,5
7657,2139,2
5149,9163,1
4761,9249,3
6831,9376,1
3495,14351,3
4401,4101,5
4089,8487,1
9938,13952,1
1901,13728,4
11855,17685,2
15957,8481,4
5370,12591,3
7383,15296,2
3067,6560,1
2697,13632,1
19157,17951,5
10241,8367,1
10919,12063,5
8585,8123,2
16222,3861,1
5095,3151,1
7137,13638,5
1093,15293,3
2781,9179,4
319,6675,4
2301,14939,1
16596,4829,1
9546,14015,1
5192,9707,1
9091,18386,1
5110,16673,5
6278,12561,1
13384,10881,3
8737,18215,5
19951,16913,4
8576,4805,4
16401,6865,4
12706,5918,1
5802,2586,5
4631,6641,3
19701,7586,4
14889,13780,3
8423,6136,5
12515,15355,5
769,7709,1
7240,10165,4
14381,10161,5
14876,15501,2
14137,13137,4
4599,9001,1
59,5721,3
11373,4184,5
518,4562,5
13417,5741,4
1761,1756,4
5976,1389,2
15486,8325,1
5809,15457,1
6691,3564,4
4413,14061,2
15249,4728,5
5145,9831,4
7351,13951,3
17961,11417,5
10509,7249,1
17729,12652,1
17234,19486,5
13277,7304,2
4127,6977,3
17965,14862,5
13838,9989,2
441,16920,2
3050,4381,1
8070,7289,4
12495,17665,1
3363,1,1
18124,8966,3
6630,17762,2
6332,14744,4
9321,13,2
9857,11326,3
3966,15477,2
15269,18885,2
6777,11121,4
16821,8501,2
7041,14245,2
3241,4721,3
4123,10708,1
17416,10241,1
4771,16297,4
13627,477,1
12759,12570,5
17417,12541,4
16851,17385,3
11921,13057,4
9257,12056,3
10101,1325,5
4932,5127,3
2101,13101,1
9463,8573,1
11359,17229,2
602,9591,1
7223,3729,2
13191,13537,4
1581,8136,5
12977,11093,2
3209,10757,1
2805,18868,1
14846,17777,1
586,8535,2
11911,11621,4
10689,9385,1
8121,6663,2
19921,6643,3
18239,601,5
13281,19105,3
222,18241,1
13461,11791,5
16433,10585,1
14269,4251,1
9301,14663,5
2586,10833,1
219,16391,4
19737,14262,1
18195,10905,5
11397,2932,1
11523,15519,1
11616,10411,1
13953,7025,2
16781,6441,2
9827,14241,1
19081,12301,1
10489,16491,1
11353,4190,2
12723,11484,1
12937,15533,4
18251,3635,2
17912,14146,1
9735,9116,2
5494,12577,2
16325,14617,1
8469,6953,3
17509,12187,4
9201,4466,3
4678,16881,5
14739,1017,5
13641,5953,2
16225,4751,1
8729,1217,3
15686,14817,2
16889,5353,1
2689,4751,1
18765,10001,1
18113,9056,2
18097,9217,2
16651,3571,4
7776,1369,5
910,7101,5
3756,2829,5
12333,2955,3
521,3985,1
6003,13451,1
18501,3052,1
12189,10629,5
494,574,2
16341,18056,1
3564,5312,2
1281,15281,5
12576,17827,5
17953,111,2
16565,17976,2
11288,17895,2
1701,2801,1
18993,10506,5
2793,15292,3
4053,1637,4
1611,18860,5
13767,7214,4
8649,2721,5
16901,16568,1
12855,8549,1
10089,12825,1
16722,479,1
15113,392,5
10725,6425,1
10161,6962,3
16256,8473,5
130,6657,5
18931,4501,1
7937,4708,4
4299,4777,2
9897,3851,1
19265,13205,2
9137,14144,1
11723,10666,5
15853,12897,1
13048,4648,1
3226,1416,4
1489,18859,5
16831,2616,2
19357,3666,1
7969,19741,1
14465,4462,2
